City Code;City Name;School Code;School Name
1;ADANA;15708;15 TEMMUZ ŞEHİTLERİ ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;10361;19 MAYIS ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;10353;50. YIL ANADOLU LİSESİ (ADANA - KOZAN)
1;ADANA;16112;75.YIL ANADOLU LİSESİ (ADANA - YÜREĞİR)
1;ADANA;16097;ABBAS-SIDIKA ÇALIK ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;10012;ABDULKADİR PAKSOY ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;10012;ADANA ABDÜLKADİR PAKSOY KIZ LİSESİ
1;ADANA;11025;ADANA ADALET MESLEK LİSESİ
1;ADANA;11714;ADANA AKŞAM LİSESİ
1;ADANA;11099;ADANA AKŞAM TİCARET LİSESİ
1;ADANA;11099;ADANA AKŞAM TİCARET LİSESİ (ADANA)
1;ADANA;10686;ADANA ANADOLU İMAM HATİP LİSESİ
1;ADANA;10686;ADANA ANADOLU İMAM HATİP LİSESİ (ADANA - SEYHAN)
1;ADANA;10767;ADANA ANADOLU LİSESİ
1;ADANA;10767;ADANA ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;10589;ADANA ANADOLU MESLEK LİSESİ
1;ADANA;11366;ADANA ANADOLU ÖĞRETMEN LİSESİ
1;ADANA;10589;ADANA ANADOLU TEKNİK LİSESİ
1;ADANA;11025;ADANA ANADOLU TİCARET MESLEK LİSESİ
1;ADANA;10142;ADANA ANAFARTALAR LİSESİ
1;ADANA;10142;ADANA ANAFARTALAR LİSESİ (Y.D.A.)
1;ADANA;11366;ADANA AYŞE ATIL ANADOLU ÖĞRETMEN LİSESİ
1;ADANA;10223;ADANA BARAJ LİSESİ
1;ADANA;10029;ADANA BORSA LİSESİ
1;ADANA;11025;ADANA ÇOBANOĞLU ANADOLU TİCARET MESLEK L
1;ADANA;10945;ADANA ÇUKUROVA ELEKTRİK ANADOLU MES.L
1;ADANA;10945;ADANA ÇUKUROVA ELEKTRİK ANADOLU TEK.L
1;ADANA;10945;ADANA ÇUKUROVA ELEKTRİK ENDÜSTRİ MES.L
1;ADANA;10945;ADANA ÇUKUROVA ELEKTRİK TEKNİK LİSESİ
1;ADANA;16623;ADANA ÇUKUROVA GÜZEL SANATLAR LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;10223;ADANA DEVRİM LİSESİ
1;ADANA;10589;ADANA ENDÜSTRİ MESLEK LİSESİ
1;ADANA;10037;ADANA ERKEK ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;10037;ADANA ERKEK LİSESİ
1;ADANA;10037;ADANA ERKEK LİSESİ (Y.D.A.)
1;ADANA;11074;ADANA FATİH ANADOLU TİCARET MESLEK L
1;ADANA;11074;ADANA FATİH TİCARET MESLEK LİSESİ
1;ADANA;10823;ADANA FEN LİSESİ
1;ADANA;10823;ADANA FEN LİSESİ (ADANA - SEYHAN)
1;ADANA;16478;ADANA HASAN ADALI LİSESİ
1;ADANA;11893;ADANA İHSAN SABANCI ANADOLU KIZ MESLEK L
1;ADANA;11893;ADANA İHSAN SABANCI KIZ MESLEK LİSESİ
1;ADANA;10686;ADANA İMAM HATİP LİSESİ
1;ADANA;11366;ADANA İMKB ANADOLU ÖĞRETMEN LİSESİ
1;ADANA;10856;ADANA İNŞAAT TEKNİK LİSESİ
1;ADANA;10953;ADANA İSMET İNÖNÜ ANADOLU KIZ MESLEK L
1;ADANA;10856;ADANA İSMET İNÖNÜ ANADOLU TEKNİK LİSESİ
1;ADANA;10856;ADANA İSMET İNÖNÜ ENDÜSTRİ MESLEK LİSESİ
1;ADANA;10953;ADANA İSMET İNÖNÜ KIZ MESLEK LİSESİ
1;ADANA;10856;ADANA İSMET İNÖNÜ TEKNİK LİSESİ
1;ADANA;11285;ADANA KARŞIYAKA LİSESİ
1;ADANA;10597;ADANA KARŞIYAKA TEKNİK LİSESİ
1;ADANA;10053;ADANA KIZ LİSESİ
1;ADANA;10053;ADANA KIZ LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;10053;ADANA KIZ LİSESİ (AND)
1;ADANA;10053;ADANA KIZ LİSESİ (Y.D.A.)
1;ADANA;11114;ADANA LABORATUVAR SAĞLIK MESLEK LİSESİ
1;ADANA;10589;ADANA MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;11488;ADANA MOBİL ANADOLU TİCARET MESLEK L
1;ADANA;11488;ADANA MOBİL TİCARET MESLEK LİSESİ
1;ADANA;16501;ADANA MOTOR MESLEK LİSESİ
1;ADANA;16501;ADANA MOTOR TEKNİK LİSESİ
1;ADANA;15684;ADANA NURTEN YETİMOĞLU BİL.AND.MESLEK L
1;ADANA;15684;ADANA NURTEN YETİMOĞLU BİL.AND.TEKNİK L
1;ADANA;11017;ADANA OLGUNLAŞMA ENSTİTÜSÜ (ADANA - SEYHAN)
1;ADANA;10386;ADANA POLİS KOLEJİ
1;ADANA;10386;ADANA POLİS KOLEJİ (ADANA)
1;ADANA;10678;ADANA SABANCI ANADOLU TEKSTİL TEKNİK L
1;ADANA;10678;ADANA SABANCI AND.TEKSTİL KIZ MESLEK L
1;ADANA;11114;ADANA SAĞLIK MESLEK LİSESİ
1;ADANA;12781;ADANA SARIÇAM SPOR LİSESİ (ADANA - SARIÇAM)
1;ADANA;10223;ADANA ŞEHİT TEMEL CİNGÖZ ANADOLU LİSESİ
1;ADANA;10223;ADANA ŞEHİT TEMEL CİNGÖZ LİSESİ
1;ADANA;10589;ADANA TEKNİK LİSESİ
1;ADANA;10678;ADANA TEKSTİL KIZ MESLEK LİSESİ
1;ADANA;15538;ADANA TİCARET BORSASI ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;11025;ADANA TİCARET LİSESİ
1;ADANA;11422;ADANA TİCARET ODASI ANADOLU LİSESİ
1;ADANA;11422;ADANA TİCARET ODASI ANADOLU LİSESİ (ADANA - SARIÇAM)
1;ADANA;11917;ADANA TOROS GÜBRE SANAYİ LİSESİ
1;ADANA;10248;ADANA YAKAPINAR LİSESİ
1;ADANA;10248;ADANA YAKAPINAR SELAHATTİN AFŞAR LİSE
1;ADANA;10856;ADANA YAPI MESLEK LİSESİ
1;ADANA;10937;ADANA YEŞİLEVLER ENDÜSTRİ MESLEK LİSESİ
1;ADANA;10937;ADANA YEŞİLEVLER TEKNİK LİSESİ
1;ADANA;11293;ADANA ZİRAAT MESLEK LİSESİ
1;ADANA;11293;ADANA ZİRAAT MESLEK LİSESİ (ADANA)
1;ADANA;12135;ADASOKAĞI ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;11577;AHMET KURTTEPELİ ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;16575;AKİF PALALI ANADOLU LİSESİ (ADANA - SARIÇAM)
1;ADANA;15579;AKKAPI MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;10312;AKÖREN ÇOK PROGRAMLI ANADOLU LİSESİ (ADANA - ALADAĞ)
1;ADANA;10312;ALADAĞ AKÖREN LİSESİ
1;ADANA;10289;ALADAĞ PINAR MADENCİLİK LİSESİ
1;ADANA;17861;ALADAĞ SİNANPAŞA ANADOLU İMAM HATİP LİSESİ (ADANA - ALADAĞ)
1;ADANA;11041;ALTI OCAK MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - CEYHAN)
1;ADANA;10701;ANADOLU İMAM HATİP LİSESİ (ADANA - CEYHAN)
1;ADANA;10142;ANAFARTALAR ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;13550;ARİF NİHAT ASYA ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;16453;ATAKENT İMKB MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - YÜREĞİR)
1;ADANA;11633;ATATÜRK MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;11285;ATATÜRK MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - YÜREĞİR)
1;ADANA;11258;AZİZ SANCAR MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - YÜREĞİR)
1;ADANA;16186;BAHTİYAR VAHABZADE SOSYAL BİLİMLER LİSESİ (ADANA - SARIÇAM)
1;ADANA;16201;BARBAROS İMKB ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;10475;BAŞKENT ÜNİ.ÖZEL BAŞKENT LİSESİ (Y.D.A.)
1;ADANA;10475;BAŞKENT ÜNİVERSİTESİ ÖZEL BAŞKENT ANADOLU SAĞLIK MESLEK LİSESİ
1;ADANA;15919;BAŞKENT ÜNİVERSİTESİ ÖZEL BAŞKENT FEN L
1;ADANA;15919;BAŞKENT ÜNİVERSİTESİ ÖZEL BAŞKENT FEN LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;16129;BAŞKENT ÜNİVERSİTESİ ÖZEL BAŞKENT KOLEJİ
1;ADANA;16129;BAŞKENT ÜNİVERSİTESİ ÖZEL BAŞKENT KOLEJİ (ADANA - ÇUKUROVA)
1;ADANA;10475;BAŞKENT ÜNİVERSİTESİ ÖZEL BAŞKENT LİSESİ
1;ADANA;10475;BAŞKENT ÜNİVERSİTESİ ÖZEL BAŞKENT MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;11666;BEŞOCAK ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;11496;BİLİCİLER ANADOLU OTL.VE TURİZM MESLEK L
1;ADANA;10029;BORSA ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;15781;BÜYÜK SELÇUKLU ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;10629;CEYHAN ANADOLU DENİZCİLİK MESLEK L
1;ADANA;10701;CEYHAN ANADOLU İMAM HATİP LİSESİ
1;ADANA;10978;CEYHAN ANADOLU KIZ MESLEK LİSESİ
1;ADANA;10783;CEYHAN ANADOLU LİSESİ
1;ADANA;10061;CEYHAN ANADOLU LİSESİ (ADANA - CEYHAN)
1;ADANA;10629;CEYHAN ANADOLU MESLEK LİSESİ
1;ADANA;11496;CEYHAN ANADOLU OTEL.VE TURİZM MESLEK L
1;ADANA;11147;CEYHAN ANADOLU SAĞLIK MESLEK LİSESİ (AND.SAĞLIK MESLEK)
1;ADANA;10629;CEYHAN ANADOLU TEKNİK LİSESİ
1;ADANA;11041;CEYHAN ANADOLU TİCARET MESLEK LİSESİ
1;ADANA;16194;CEYHAN BAHATTİN-SEVİNÇ ERDİNÇ FEN LİSESİ
1;ADANA;11496;CEYHAN BİLİCİLER MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - CEYHAN)
1;ADANA;10256;CEYHAN DORUK LİSESİ
1;ADANA;10629;CEYHAN ENDÜSTRİ MESLEK LİSESİ
1;ADANA;10783;CEYHAN H.ÇİFTÇİ ANADOLU LİSESİ
1;ADANA;10783;CEYHAN HALİL ÇİFTÇİ ANADOLU LİSESİ
1;ADANA;16567;CEYHAN HEYDAR ALİYEV END.MESLEK LİSESİ
1;ADANA;16567;CEYHAN HEYDAR ALİYEV TEKNİK VE ENDÜSTRİ MESLEK LİSESİ (ENDÜSTRİ MESLEK)
1;ADANA;16567;CEYHAN HEYDAR ALİYEV TEKNİK VE ENDÜSTRİ MESLEK LİSESİ (TEKNİK)
1;ADANA;16648;CEYHAN İLBEYLİ-BEYTEKS TEKNİK VE ENDÜSTRİ MESLEK L (ENDÜSTRİ MESLEK)
1;ADANA;10701;CEYHAN İMAM HATİP LİSESİ
1;ADANA;16656;CEYHAN KASIM GARİPOĞLU KIZ TEKNİK VE MESLEK L (KIZ MESLEK)
1;ADANA;13240;CEYHAN KIZ ANADOLU İMAM HATİP LİSESİ (ADANA - CEYHAN)
1;ADANA;10978;CEYHAN KIZ MESLEK LİSESİ
1;ADANA;15895;CEYHAN KIZ TEKNİK LİSESİ
1;ADANA;15895;CEYHAN KIZ TEKNİK LİSESİ (ADANA)
1;ADANA;16311;CEYHAN KÖSRELİ ÇOK PROGRAMLI LİSESİ
1;ADANA;16311;CEYHAN KÖSRELİ ÇOK PROGRAMLI LİSESİ (ADANA)
1;ADANA;10337;CEYHAN KÖSRELİ LİSESİ
1;ADANA;10061;CEYHAN LİSESİ
1;ADANA;10061;CEYHAN LİSESİ (Y.D.A.)
1;ADANA;16064;CEYHAN MEHMET ORHUN YAYLACI ANADOLU L
1;ADANA;15838;CEYHAN MERCİMEK KÖY HİZMETLERİ LİSESİ
1;ADANA;15838;CEYHAN MERCİMEK TEVHİDE ATÇI Ç.P.L
1;ADANA;15838;CEYHAN MERCİMEK TEVHİDE ATÇI LİSESİ
1;ADANA;10629;CEYHAN MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - CEYHAN)
1;ADANA;12038;CEYHAN MUSTAFABEYLİ ÇOK PROGRAMLI LİSESİ
1;ADANA;12038;CEYHAN MUSTAFABEYLİ LİSESİ
1;ADANA;11496;CEYHAN OTELCİLİK VE TURİZM MESLEK LİSESİ
1;ADANA;10231;CEYHAN SAĞKAYA LİSESİ
1;ADANA;11147;CEYHAN SAĞLIK MESLEK LİSESİ
1;ADANA;10629;CEYHAN TEKNİK LİSESİ
1;ADANA;16145;CEYHAN TİC.BORSASI AND.ÖĞRETMEN LİSESİ
1;ADANA;16145;CEYHAN TİCARET BORSASI SOSYAL BİLİMLER LİSESİ (ADANA - CEYHAN)
1;ADANA;11041;CEYHAN TİCARET MESLEK LİSESİ
1;ADANA;11917;CEYHAN TOROS GÜBRE LİSESİ
1;ADANA;11917;CEYHAN TOROS TARIM ANADOLU LİSESİ
1;ADANA;11463;CEYHAN YEŞİLDAM LİSESİ
1;ADANA;12281;CUMHURİYET MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - YÜREĞİR)
1;ADANA;11455;ÇAĞRIBEY MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;15952;ÇAKABEY MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - CEYHAN)
1;ADANA;14695;ÇAMLIBEL ANADOLU LİSESİ (ADANA - YÜREĞİR)
1;ADANA;11909;ÇEAS ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;11025;ÇOBANOĞLU MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;16097;ÇUKUROVA ABBAS-SIDIKA ÇALIK ANADOLU L
1;ADANA;16097;ÇUKUROVA ABBAS-SİTTİ ÇALIK ANADOLU L
1;ADANA;16161;ÇUKUROVA ANADOLU İMAM HATİP LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;15708;ÇUKUROVA ANADOLU LİSESİ
1;ADANA;15708;ÇUKUROVA ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;11909;ÇUKUROVA Ç.E.A.Ş. ANADOLU LİSESİ
1;ADANA;11455;ÇUKUROVA ÇAĞRIBEY ANADOLU SAĞLIK MESLEK LİSESİ
1;ADANA;10945;ÇUKUROVA ELEKTRİK MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;16623;ÇUKUROVA GÜZEL SANATLAR LİSESİ
1;ADANA;16623;ÇUKUROVA GÜZEL SANATLAR VE SPOR LİSESİ
1;ADANA;16712;ÇUKUROVA İSMAİL KULAK ANADOLU LİSESİ
1;ADANA;16161;ÇUKUROVA KURTTEPE ANADOLU İMAM HATİP L
1;ADANA;15684;ÇUKUROVA NURTEN YETİMOĞLU AND.MESLEK L
1;ADANA;15684;ÇUKUROVA NURTEN YETİMOĞLU AND.TEKNİK L
1;ADANA;15684;ÇUKUROVA NURTEN YETİMOĞLU END.MESLEK L
1;ADANA;12013;ÇUKUROVA RAMAZAN ATIL ANADOLU LİSESİ
1;ADANA;10345;ÇUKUROVA SALBAŞ LİSESİ
1;ADANA;16542;ÇUKUROVA SUNGURBEY ANADOLU LİSESİ
1;ADANA;16023;ÇUKUROVA TOROSLAR ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;12216;ÇUKUROVA ÜN.DEVLET KONSERVATUVARI MÜZİK VE SAHNE SANATLARI LİSESİ (ADANA - SARIÇAM)
1;ADANA;12216;ÇUKUROVA ÜNİ.DEVLET KONSERVATUVARI
1;ADANA;12216;ÇUKUROVA ÜNİVERSİTESİ DEVLET KONSERVATUVARI MÜZİK VE SAHNE SANATLARI LİSESİ
1;ADANA;11122;ÇUKUROVA ÜNV.TIP FAK.SAĞLIK MESLEK L
1;ADANA;11122;ÇUKUROVA ÜNV.TIP FAK.SAĞLIK MESLEK L (ADANA)
1;ADANA;14845;ÇUKUROVA VEHBİ GÜZEL KIZ TEKNİK VE MESLEK LİSESİ (KIZ MESLEK)
1;ADANA;11471;DADALOĞLU ANADOLU LİSESİ (ADANA - YÜREĞİR)
1;ADANA;15862;DOĞANKENT ANADOLU LİSESİ (ADANA - YÜREĞİR)
1;ADANA;10256;DORUK ÇOK PROGRAMLI ANADOLU LİSESİ (ADANA - CEYHAN)
1;ADANA;16331;DR.M. FEYYAZ ETİZ ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;16194;ECZACI BAHATTİN-SEVİNÇ ERDİNÇ FEN LİSESİ (ADANA - CEYHAN)
1;ADANA;15595;EMİNE NABİ MENEMENCİOĞLU ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;12176;ENVER KURTTEPELİ ANADOLU LİSESİ (ADANA - YÜREĞİR)
1;ADANA;13088;EVLİYA ÇELEBİ MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - SARIÇAM)
1;ADANA;16283;FARABİ ANADOLU LİSESİ (ADANA - YÜREĞİR)
1;ADANA;12988;FATIMA ZEHRA KIZ ANADOLU İMAM HATİP LİSESİ (ADANA - SARIÇAM)
1;ADANA;16031;FATİH ANADOLU LİSESİ (ADANA - KOZAN)
1;ADANA;11074;FATİH MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;11114;FATİH SULTAN MEHMET MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;15562;FATİH TERİM ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;16631;FEKE ANADOLU İMAM HATİP LİSESİ (ADANA - FEKE)
1;ADANA;11730;FEKE ANADOLU LİSESİ
1;ADANA;10167;FEKE ANADOLU LİSESİ (ADANA - FEKE)
1;ADANA;11730;FEKE ANADOLU LİSESİ (ADANA)
1;ADANA;16631;FEKE ANADOLU ÖĞRETMEN LİSESİ
1;ADANA;10167;FEKE LİSESİ
1;ADANA;15108;GEVHER NESİBE MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - YÜREĞİR)
1;ADANA;11609;HACI AHMET ATIL ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;13244;HAKKI POLAT ANADOLU İMAM HATİP LİSESİ (ADANA - YÜREĞİR)
1;ADANA;13244;HAKKI POLAT KIZ ANADOLU İMAM HATİP LİSESİ (ADANA - YÜREĞİR)
1;ADANA;10783;HALİL ÇİFTÇİ ANADOLU LİSESİ (ADANA - CEYHAN)
1;ADANA;16478;HASAN ADALI ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;12747;HAVUZLUBAHÇE MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;14744;HAYRET EFENDİ ANADOLU İMAM HATİP LİSESİ (ADANA - YÜREĞİR)
1;ADANA;16567;HEYDAR ALİYEV MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - CEYHAN)
1;ADANA;14947;İBN-İ SİNA MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - SARIÇAM)
1;ADANA;12257;İBRAHİM ATALI MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;11893;İHSAN SABANCI MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;16648;İLBEYLİ-BEYTEKS MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - CEYHAN)
1;ADANA;10100;İLHAN ATIŞ ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;10725;İMAMOĞLU ANADOLU İMAM HATİP LİSESİ (ADANA - İMAMOĞLU)
1;ADANA;16056;İMAMOĞLU ANADOLU LİSESİ
1;ADANA;16056;İMAMOĞLU ANADOLU LİSESİ (ADANA - İMAMOĞLU)
1;ADANA;10094;İMAMOĞLU ÇOK PROGRAMLI LİSESİ
1;ADANA;10094;İMAMOĞLU ÇOK PROGRAMLI LİSESİ (Y.D.A.)
1;ADANA;11325;İMAMOĞLU KIZ TEKNİK VE MESLEK LİSESİ (KIZ MESLEK)
1;ADANA;10094;İMAMOĞLU LİSESİ
1;ADANA;10094;İMAMOĞLU LİSESİ (Y.D.A.)
1;ADANA;10094;İMAMOĞLU MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - İMAMOĞLU)
1;ADANA;16242;İMKB 24 KASIM ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;16583;İMKB CEYHAN ANADOLU LİSESİ
1;ADANA;16583;İMKB CEYHAN ANADOLU LİSESİ (ADANA - CEYHAN)
1;ADANA;16453;İMKB MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - YÜREĞİR)
1;ADANA;11593;İNCİRLİK ANADOLU LİSESİ (ADANA - SARIÇAM)
1;ADANA;16712;İSMAİL KULAK ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;11358;İSMAİL SAFA ÖZLER ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;10856;İSMET İNÖNÜ MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - SEYHAN)
1;ADANA;16404;İSTEK VAKFI ÖZEL DEĞİŞİM FEN LİSESİ
1;ADANA;16404;İSTEK VAKFI ÖZEL DEĞİŞİM FEN LİSESİ (ADANA)
1;ADANA;16397;İSTEK VAKFI ÖZEL DEĞİŞİM KOLEJİ
1;ADANA;10986;KARACAOĞLAN MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - KOZAN)
1;ADANA;10312;KARAİSALI AKÖREN LİSESİ
1;ADANA;10175;KARAİSALI ANADOLU LİSESİ (ADANA - KARAİSALI)
1;ADANA;11571;KARAİSALI ANADOLU SAĞLIK MESLEK LİSESİ
1;ADANA;15854;KARAİSALI ÇATALAN ÇOK PROGRAMLI ANADOLU LİSESİ (ADANA - KARAİSALI)
1;ADANA;15854;KARAİSALI ÇATALAN ÇOK PROGRAMLI LİSESİ
1;ADANA;15854;KARAİSALI ÇATALAN LİSESİ
1;ADANA;10175;KARAİSALI ÇOK PROGRAMLI LİSESİ
1;ADANA;10734;KARAİSALI İMAM HATİP LİSESİ
1;ADANA;10289;KARAİSALI KARSANTI LİSESİ
1;ADANA;10175;KARAİSALI LİSESİ
1;ADANA;11571;KARAİSALI MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - KARAİSALI)
1;ADANA;11571;KARAİSALI SAĞLIK MESLEK LİSESİ
1;ADANA;10345;KARAİSALI SALBAŞ LİSESİ
1;ADANA;16445;KARATAŞ ANADOLU ÖĞRETMEN LİSESİ
1;ADANA;11641;KARATAŞ ÇOK PROGRAMLI LİSESİ
1;ADANA;11641;KARATAŞ İMKB ÇOK PROGRAMLI ANADOLU LİSESİ (ADANA - KARATAŞ)
1;ADANA;11641;KARATAŞ İMKB ÇOK PROGRAMLI LİSESİ
1;ADANA;10086;KARATAŞ LİSESİ
1;ADANA;10086;KARATAŞ LİSESİ (ADANA)
1;ADANA;16445;KARATAŞ TEVFİK AYSER CANBOLAT ANADOLU LİSESİ (ADANA - KARATAŞ)
1;ADANA;16445;KARATAŞ TEVFİK-AYSER CANBOLAT ANADOLU ÖĞRETMEN LİSESİ
1;ADANA;10597;KARŞIYAKA MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - YÜREĞİR)
1;ADANA;11009;KARŞIYAKA ORHAN ÇOBANOĞLU MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - YÜREĞİR)
1;ADANA;16656;KASIM GARİPOĞLU MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - CEYHAN)
1;ADANA;10612;KİREMİTHANE MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - YÜREĞİR)
1;ADANA;10353;KOZAN 50.YIL ANADOLU LİSESİ
1;ADANA;10353;KOZAN 50.YIL LİSESİ
1;ADANA;10353;KOZAN 50.YIL LİSESİ (Y.D.A.)
1;ADANA;10726;KOZAN ANADOLU İMAM HATİP LİSESİ
1;ADANA;10807;KOZAN ANADOLU LİSESİ
1;ADANA;10101;KOZAN ANADOLU LİSESİ (ADANA - KOZAN)
1;ADANA;16315;KOZAN ANADOLU ÖĞRETMEN LİSESİ
1;ADANA;13160;KOZAN ANADOLU SAĞLIK MESLEK LİSESİ
1;ADANA;11058;KOZAN ANADOLU TİCARET MESLEK LİSESİ
1;ADANA;11982;KOZAN BUCAK ÇOK PROGRAMLI ANADOLU LİSESİ (ADANA - KOZAN)
1;ADANA;11982;KOZAN BUCAK ÇOK PROGRAMLI LİSESİ
1;ADANA;11982;KOZAN BUCAK LİSESİ
1;ADANA;10897;KOZAN ENDÜSTRİ MESLEK LİSESİ
1;ADANA;16031;KOZAN FATİH ANADOLU LİSESİ
1;ADANA;16234;KOZAN FEN LİSESİ
1;ADANA;16234;KOZAN FEN LİSESİ (ADANA - KOZAN)
1;ADANA;10215;KOZAN GAZİKÖY ÇOK PROGRAMLI ANADOLU LİSESİ (ADANA - KOZAN)
1;ADANA;10215;KOZAN GAZİKÖY ÇOK PROGRAMLI LİSESİ
1;ADANA;10215;KOZAN GAZİKÖY LİSESİ
1;ADANA;10726;KOZAN İMAM HATİP LİSESİ
1;ADANA;10094;KOZAN İMAMOĞLU LİSESİ
1;ADANA;16315;KOZAN KAZIM KARABEKİR ANADOLU LİSESİ (ADANA - KOZAN)
1;ADANA;10726;KOZAN KIZ ANADOLU İMAM HATİP LİSESİ (ADANA - KOZAN)
1;ADANA;10986;KOZAN KIZ MESLEK LİSESİ
1;ADANA;10101;KOZAN LİSESİ
1;ADANA;15554;KOZAN MEHMET AKİF ERSOY LİSESİ
1;ADANA;10897;KOZAN MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - KOZAN)
1;ADANA;13160;KOZAN SAĞLIK MESLEK LİSESİ
1;ADANA;10897;KOZAN TEKNİK LİSESİ
1;ADANA;10897;KOZAN TEKNİK VE ENDÜSTRİ MESLEK LİSESİ (ANADOLU MESLEK)
1;ADANA;10897;KOZAN TEKNİK VE ENDÜSTRİ MESLEK LİSESİ (ENDÜSTRİ MESLEK)
1;ADANA;10897;KOZAN TEKNİK VE ENDÜSTRİ MESLEK LİSESİ (TEKNİK)
1;ADANA;11058;KOZAN TİCARET MESLEK LİSESİ
1;ADANA;10807;KOZAN YUSUF BAYSAL ANADOLU LİSESİ
1;ADANA;10807;KOZAN YUSUF BAYSAL ANADOLU LİSESİ (ADANA - KOZAN)
1;ADANA;11341;KURTTEPE MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - ÇUKUROVA)
1;ADANA;16323;LOKMAN HEKİM ANADOLU LİSESİ (ADANA - YÜREĞİR)
1;ADANA;11325;LOKMAN HEKİM MESLEKİ VE TEKNİK ANADOLU LİSESİ (ADANA - İMAMOĞLU)
